Name,Title,Description,Cost,EntryCost,MOD,RO,RP-0,CATEGORY,INFO,Year,Tech,ERA,ORPHAN,RP0conf,SPACECRAFT,ENGINE CONFIG,UPGRADE,ECM'S,IdentPart,Avionics,DecreaseA,DecreaseB,EngineLiquidPF,EngineLiquidTurbo,EngineSolid,Habitable,HumanRated,Instruments,Nuclear,"""Reentry""","""Toxic""",Decoupler,Hydrolox,TankBalloon,TankServiceModule,NonReentryRated,UnpressurizedCockpit
XKupolaObsModuleEXPANDED3X,CHAKA / Expanded Observation Module,Nothing is really known about this thing. Use it at your own risk.,4000,10400,Chaka Monkey,Yes,No,STATIONS,Station,1972,earlySpaceStations,06-STATION,,false,,,,,,,,,,,,,,,,,,,,,,,
XOrionPodX,Orion MPCV Crew Module,The next generation NASA spacecraft for beyond LEO (BEO) exploration.,,750000,Chaka Monkey,Yes,Yes,COMMAND,Command Module,2019,capsulesNF,11-NF,,true,Orion,,,,Orion MPCV,MODULE  {  name = ModuleTagAvionics  },,,,,,MODULE  {  name = ModuleTagHabitable  },MODULE  {  name = ModuleTagHumanRated  },,,,,,,,,,
OrionDockingPortXWSTANDARDDOCKPORT,Orion MPCV Docking System,The NASA docking system for the Orion MPCV Crew Module.,4000,175000,Chaka Monkey,Yes,Yes,RCS,Docking,2019,flightControlNF,11-NF,,true,Orion,,,,,,,,,,,,MODULE  {  name = ModuleTagHumanRated  },,,,,MODULE  {  name = ModuleTagDecoupler  },,,,,
xmonkeyreptarvacx,Merlin Series (Vacuum Variants),The Merlin rocket engine family made by SpaceX. Vacuum variants. Plume configured by RealPlume.,220,22000,Chaka Monkey,Yes,Yes,ORBITAL,,2006,orbitalRocketry2004,09-INTL,,true,Falcon 1,Merlin1,,Merlin1BVac,Merlin 1B Vac,,,,,MODULE  {  name = ModuleTagEngineLiquidTurbo  },,,,,,,,,,,,,
xmonkeyreptarx,Merlin Series (Surface Variants),The Merlin rocket engine family made by SpaceX. Surface variants. Plume configured by RealPlume.,220,22000,Chaka Monkey,Yes,Yes,ORBITAL,,2006,orbitalRocketry2004,09-INTL,,true,Falcon 1,Merlin1,,Merlin1A,Merlin 1A,,,,,MODULE  {  name = ModuleTagEngineLiquidTurbo  },,,,,,,,,,,,,
XKzProcFairingBaseRing3_75,IB - Interstage Fairing - Base [Procedural],A procedural interstage fairing base for creating interstages. Includes a decoupler.,1200,1020,Chaka Monkey,Yes,No,MATERIALS,Interstage,1964,materialsScienceAdvCapsules,04-ADV,Yes,false,,,,,,,,,,,,,,,,,,,,,,,
SLS_CM_FairingAdapterBLOCK1B96,SLS Block IB Orion Adapter,A structural adapter for mounting the Orion MPCV on the Exploration Upper Stage. Allows for dual - manifested payloads.,600,1200,Chaka Monkey,Yes,No,MATERIALS,Adapter,2022,materialsScienceNF,11-NF,,false,SLS Block IB,,,,,,,,,,,,,,,,,,,,,,
MonkeySMA8FPodLANDERPsXX,SP - 600 Habitation Module,A hard shell habitation module designed for surface operations.,2000,5400,Chaka Monkey,Yes,No,STATIONS,Station,1986,modularSpaceStations,08-LONGTERM,,false,,,,,,,,,,,,,,,,,,,,,,,
XFASAApolloStrJ2StrJ23m5mDecX,Orion MPCV Adapter,A structural adapter for the Orion MPCV and the Service Module protection panels.,6800,5800,Chaka Monkey,Yes,No,MATERIALS,Adapter,2019,materialsScienceNF,11-NF,,false,Orion,,,,,,,,,,,,,,,,,,,,,,
XNPdecouplerstack85Mx3HSx,CHAKA / DECOUPLER 1.32,Nothing is really known about this thing. Use it at your own risk.,230,600,Chaka Monkey,Yes,No,MATERIALS,Decoupler,1952,earlyMaterialsScience,01-PW,,false,,,,,,,,,,,,,,,,,,,,,,,
XDRAGON--ADAPTERX,Interstage Adapter - Delta IV DCSS (4 m),The structural adapter and explosive cord decoupler for the 4 meter Delta Cryogenic Second Stage (DCSS).,6800,5800,Chaka Monkey,Yes,No,MATERIALS,Interstage,2002,materialsScienceInternational,09-INTL,,false,Delta IV,,,,,,,,,,,,,,,,,,,,,,
BasketTrussCX,Delta IV DCSS Equipment Bay,The Delta Cryogenic Second Stage (DCSS) avionics and engine mounting truss.,20,6400,Chaka Monkey,Yes,No,MATERIALS,Adapter,2002,materialsScienceInternational,09-INTL,,false,Delta IV,,,,,,,,,,,,,,,,,,,,,,
xEMLVFX,Payload Fairing - Delta IV [Procedural],A composite fairing that protects the payload from aerodynamic forces and heating during the launch and ascent phases of the flight.,0,1020,Chaka Monkey,Yes,Yes,MATERIALS,Fairing,2002,materialsScienceInternational,09-INTL,,true,Delta IV,,,,,,,,,,,,,,,,,,,,,,
B9_Control_RCS_Port_R1X1x,R1 - B Attitude Jet (138/233N class),"A generic, single port, RCS thruster for attitude control.",12,1,Chaka Monkey,Yes,Yes,RCS,,0,unlockParts,00-START,,true,,,,1,,,,,MODULE  {  name = ModuleTagEngineLiquidPF  },,,,,,,,,,,,,,
x2MNode1x,Exploration Station Core Hub,Station core hub for deep space exploration with four docking node attachment points.,8000,18000,Chaka Monkey,Yes,No,STATIONS,Station,2004,improvedOrbitalConstruction,09-INTL,,false,,,,,,,,,,,,,,,,,,,,,,,
MonkeyPodAirlock,SP - 104 Airlock Module,An airlock module designed for either on-orbit or surface operations. Provides ingress and egress support for up to 3 crew.,8000,160000,Chaka Monkey,Yes,Yes,STATIONS,Station,1986,modularSpaceStations,08-LONGTERM,,true,,,,,,,,,,,,,MODULE  {  name = ModuleTagHumanRated  },,,,,MODULE  {  name = ModuleTagDecoupler  },,,,,
XSLSSRB,RSRM,"A four segment Reusable Solid Rocket Motor, one of the most powerful rocket motors ever built and flown. Two of them were used by the Space Shuttle for liftoff and the initial part of the flight, providing more than 75% of the overall stack thrust. Manufactured by Thiokol and later by ATK. Diameter: [3.7 m]. Plume configured by RealPlume.",6780,135600,Chaka Monkey,Yes,Yes,SOLID,,1981,solids1981,07-SPCPLANES,,true,Shuttle,RSRM,,RSRM,RSRM,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
XstrutOctoX,Engine Mount Basket,"A generic engine mount. (PART NOT SUPPORTED BY RP-0, RO IN PROGRESS)",20,6400,Chaka Monkey,Yes,No,MATERIALS,Adapter,1961,materialsScienceHuman,03-HUMAN,,false,,,,,,,,,,,,,,,,,,,,,,,
xALCOR_LanderCapsulex,MMSEV Crew Cabin,The MMSEV (Multi - Mission Space Exploration Vehicle) is a pressurized cabin exploration vehicle for either space or surface application. Features an airlock and a travel endurance for up to 10 kilometers.,9500,8200,Chaka Monkey,Yes,No,EDL,Lander,2019,SIAD,11-NF,,false,MMSEV,,,,,,,,,,,,,,,,,,,,,,
xbahars68bx,RS-68 Series,"1990s Medium TWR atmospheric engine. Using technology developed for the Space Shuttle SSME, the RS-68 is a single-use engine, featuring a simplified design with less parts and an easier construction. The RS-68 powers the Delta IV launch vehicle family and is the most powerful LH2/LOX engine ever flown. Exhaust from the gas generator is used for roll control. Diameter: [2.43 m]. Plume configured by RealPlume.",2850,57000,Chaka Monkey,Yes,Yes,HYDROLOX,,2002,hydrolox1998,09-INTL,,true,Delta IV,RS68,,RS-68,RS-68,,,,,MODULE  {  name = ModuleTagEngineLiquidTurbo  },,,,,,,,,MODULE  {  name = ModuleTagHydrolox  },,,,
XKWFlatadapter3x2,HAB - 50 Adapter,A flat 5 meter structural adapter.,120,1440,Chaka Monkey,Yes,No,MATERIALS,Adapter,1967,materialsScienceLunar,05-LUNAR,,false,,,,,,,,,,,,,,,,,,,,,,,
CHAKAOME2,AJ10-190,"Low thrust pressure-fed hypergolic engine. It was used on the Space Shuttle for orbital insertion, maneuvering and deorbiting. Currently used by the Orion MPCV. Diameter: [1.17 m]. Plume configured by RealPlume.",400,8000,Chaka Monkey,Yes,Yes,ORBITAL,RCS Engine,1981,orbitalRocketry1981,07-SPCPLANES,,true,Shuttle,AJ10_190,,AJ10-190,AJ10-190,,,,,,,,,,,,,,,,,,
CHAKAKWsrbGlobeIz,GEM 60,"The 60-inch (1.5-meter) diameter GEM 60 is used on the Delta IV in sets of two or four. When two boosters are used, both are equipped with thrust vector control (TVC). When four are used, two boosters use TVC while the other two use fixed nozzles to reduce weight. Burn time 90 seconds. Diameter: [1.52 m]. Plume configured by RealPlume.",1800,36000,Chaka Monkey,Yes,Yes,SOLID,,2002,solids1998,09-INTL,,true,Delta IV,GEM-60,,GEM-60/Fixed,GEM 60,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
xladder1x,Pegasus IA Mobility Enhancer (Low Profile),"The Pegasus IA Mobility Enhancer, known in some circles as a ""ladder"", is a state-of-the-art vertical mobility device, allowing your intrepid crew to scamper around the exterior of your ship like highly caffeinated rodents.",100,1,Chaka Monkey,Yes,No,EDL,Ladder,0,unlockParts,00-START,,false,,,,ladder,,,,,,,,,,,,,,,,,,,
OrionDockingPort3a49capXx,Orion Forward Heat Shield,The forward heat shield and docking adapter base for the Orion EFT and MPCV command modules.,1000,1400,Chaka Monkey,Yes,No,COMMAND,CM Parts,2019,capsulesNF,11-NF,,false,Orion,,,,,,,,,,,,MODULE  {  name = ModuleTagHumanRated  },,,MODULE  {  name = ModuleTagReentry  },,,,,,,
XOrionLES,Orion Launch Abort System (LAS),The launch escape tower of the Orion command module. Activates in the case of an emergency and carries the crew of the Orion safely away from the launch vehicle. Plume configured by RealPlume.,5000,175000,Chaka Monkey,Yes,Yes,COMMAND,LES,2019,capsulesNF,11-NF,,true,Orion,,,,Orion LAS,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,MODULE  {  name = ModuleTagHumanRated  },,,,,,,,,,
XwheelMedX,MSEV Rover Wheel,A rover wheel for the surface exploration vehicles and the mobile habitation modules.,230,600,Chaka Monkey,Yes,No,EDL,Wheel,2019,SIAD,11-NF,,false,,,,wheelsLate,,,,,,,,,,,,,,,,,,,
XKosmos_Angara_RD-275KX,RD-253/RD-275,A high thrust engine designed for use with storable propellants. In use with the Proton series of rockets. Diameter: [2.0 m]. Plume configured by RealPlume.,515,10300,Chaka Monkey,Yes,Yes,STAGED,,1966,stagedCombustion1966,04-ADV,,true,Proton,RD253,,RD-253,RD253,,,,,MODULE  {  name = ModuleTagEngineLiquidTurbo  },,,,,,,,,,,,,
XCXA_ACBMX,Common Berthing Mechanism (CBM),"A berthing mechanism used by the ISS modules (non Russian), the Multipurpose Logistics Modules (MPLM) and the resupply vehicles.",4500,90000,Chaka Monkey,Yes,Yes,RCS,Docking,1998,largeStationControl,09-INTL,,true,ISS CBM,,,,CBM,,,,,,,,MODULE  {  name = ModuleTagHumanRated  },,,,,MODULE  {  name = ModuleTagDecoupler  },,,,,
altairPod,Altair Ascent Module,The ascent module for the Altair lunar lander.,4000,10400,Chaka Monkey,Yes,No,EDL,Lander,2022,SIAD,11-NF,,false,Altair (Lander),AJ10_190,,,,,,,MODULE  {  name = ModuleTagEngineLiquidPF  },,,,,,,,,,,,,,
nervaII_kerbscalexx,Bimodal NTR,"Low thrust pump-fed expander nuclear engine. Evolved for the original NERVA design the Bimodal NTR, instead of wasting precious propellant mass for cooling the engine reactor, uses a Brayton cycle electricity generator unit to convert the waste thermal energy into useful electrical power. It also supports liquid oxygen injection (TRITON - trimodal operation) for increased thrust but with the cost of a lower overall efficiency. Plume configured by RealPlume.",28000,2500000,Chaka Monkey,Yes,Yes,NTR,Engine,2021,nuclearPropulsionNF,11-NF,,true,Bimodal NTR,BNTR,,BNTR,BNTR,,,,,MODULE  {  name = ModuleTagEngineLiquidTurbo  },,,,,MODULE  {  name = ModuleTagNuclear  },,,,,,,,
xLERroverBodyx,Mobile Base Chassis,A modular structural frame. Can be used as a chassis for the MMSEV rover or for mobile surface habitats.,1000,1400,Chaka Monkey,Yes,No,EDL,Rover,2019,SIAD,11-NF,,false,MMSEV,,,,,,,,,,,,,,,,,,,,,,
OrionDockingPortXx,Orion EFT LAS Decoupler,The Launch Abort System (LAS) explosive bolt decoupler of the Orion EFT Crew Module.,4000,175000,Chaka Monkey,Yes,Yes,COMMAND,LES,2019,capsulesNF,11-NF,,true,Orion,,,,,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,MODULE  {  name = ModuleTagHumanRated  },,,,,MODULE  {  name = ModuleTagDecoupler  },,,,,
XAltair2descent2stageX,Altair Descent Module,"Altair (or Lunar Surface Access Module - LSAM) was a Constellation program asset designed for Moon landings. The descent module would be used to capture into a lunar orbit, undock from Orion and then land on the surface. Payload includes either a crewed outpost or cargo. Plume configured by RealPlume.",4000,10400,Chaka Monkey,Yes,No,EDL,Lander,2022,SIAD,11-NF,,false,Altair (Lander),RL10,,,,,,,,MODULE  {  name = ModuleTagEngineLiquidTurbo  },,,,,,,,,MODULE  {  name = ModuleTagHydrolox  },,,,
XPC_InflateHeatshield31X,HIAD (10 m),The Hypersonic Inflatable Aerodynamic Decelerator (HIAD) consists of an inflatable main structure and the thermal protection system. The combination of the two creates a very light but extremely rugged aeroshell. Just remember to inflate it before entry.,1250,7500,Chaka Monkey,Yes,No,EDL,Heat Shield,2019,SIAD,11-NF,,false,,,,heatshieldsHypersonic,,,,,,,,,,,,MODULE  {  name = ModuleTagReentry  },,,,,,,
solarPanels6,HAB - ST6 Solar Array,Level 6 static solar array. 4.5 m2.,1400,1400,Chaka Monkey,Yes,No,POWER,Solar,2019,powerNF,11-NF,,false,,,,,,,,,,,,,,,,,,,,,,,
XNP_lft_xtrt3mCCB8MAx2,EDS - I Propellant Tank,A generic cryogenic propellant tank for the Space Launch System Earth Departure Stage (EDS).,1,3000,Chaka Monkey,Yes,No,MATERIALS,Fuel Tank,2022,materialsScienceNF,11-NF,,false,SLS EDS,,,,,,,,,,,,,,,,,,,,,,
XNP_lft_W375x3SHORTW,EDS - II Propellant Tank,A generic cryogenic propellant tank for the Earth Departure Stage (EDS).,1,1600,Chaka Monkey,Yes,No,MATERIALS,Fuel Tank,2022,materialsScienceNF,11-NF,,false,SLS EDS,,,,,,,,,,,,,,,,,,,,,,
xCXA_SAWx,Expanded Solar Array Wing (SAW),"A high power, steerable and retractable solar array wing for demanding payloads, similar to the ones used by the International Space Station (ISS). 96 m2.",25250,175000,Chaka Monkey,Yes,No,POWER,Solar,2000,advancedPower,09-INTL,,false,ISS SAW,,,,,,,,,,,,,,,,,,,,,,
IUSXNP_lft_?375x3S222HORT,Delta IV DCSS LH2 Tank (5 Meters),The liquid hydrogen tank for the 5 meter DCSS.,1230,1600,Chaka Monkey,Yes,No,MATERIALS,Fuel Tank,2002,materialsScienceInternational,09-INTL,,false,Delta IV,,,,,,,,,,,,,,,,,,,,,,
xndsport1x,NASA Docking System,"The NASA Docking System (NDS) is a spacecraft docking and berthing mechanism for US human spaceflight vehicles, such as the Orion Multi-Purpose Crew Vehicle and the Commercial Crew vehicles.",3500,70000,Chaka Monkey,Yes,Yes,RCS,Docking,2015,gridFins,10-COMM,,true,NDS,,,,NASA Docking System,,,,,,,,MODULE  {  name = ModuleTagHumanRated  },,,,,MODULE  {  name = ModuleTagDecoupler  },,,,,
XKW3mDockingRingX,LCBM,The Large Common Berthing Mechanism (LCBM) is a docking system designed for heavy payloads.,1200,14400,Chaka Monkey,Yes,No,RCS,Docking,1998,largeStationControl,09-INTL,,false,ISS CBM,,,,,,,,,,,,,,,,,,,,,,
xPMAx,Pressurized Mating Adapter (PMA),The Pressurized Mating Adapter (PMA) is a module for adapting the APAS-89/95 docking systems with the much larger Common Berthing Mechanism (CBM).,500,1600,Chaka Monkey,Yes,No,RCS,Docking,1998,largeStationControl,09-INTL,,false,ISS PMA,,,,PMA,,,,,,,,,,,,,,,,,,
TALUS,Exploration Upper Stage,The Exploration Upper Stage (EUS) for the Space Launch System Blocks IB and II.,21000,68400,Chaka Monkey,Yes,No,MATERIALS,Fuel Tank,2020,materialsScienceNF,11-NF,,false,SLS EUS,,,,,,,,,,,,,,,,,,,,,,
XDragon2NoseConeX,NDS Protective Nose Cone,An aerodynamic nose cone for the NASA Docking System.,500,3000,Chaka Monkey,Yes,No,COMMAND,CM Parts,2015,modernCapsules,10-COMM,,false,NDS,,,,,,,,,,,,MODULE  {  name = ModuleTagHumanRated  },,,,,,,,,,
nosMonkeyExplorerUtilityHAB,Pegasus Descent Module,The Pegasus Descent Module is designed to carry heavy crew or cargo components on planetary surfaces. The radial attachment of the engines and the distance from the surface allows for safe propulsive landings.,32400,65000,Chaka Monkey,Yes,No,COMMAND,Command Module,2019,capsulesNF,11-NF,,false,Pegasus Lander,,,,,,,,,,,MODULE  {  name = ModuleTagHabitable  },MODULE  {  name = ModuleTagHumanRated  },,,MODULE  {  name = ModuleTagReentry  },,,,,,,
orbitalorbx,TMA Orbital Orb,A lightweight command and control module designed for on-orbit operations.,1500,3000,Chaka Monkey,Yes,No,AVIONICS,Probe,2002,internationalAvionics,09-INTL,,false,Soyuz-TMA,,,,,,,,,,,,,,,,,,,,,,
xcstparachutex,Orion Parachute Pack,The main parachute pack for the Orion command module.,850,4600,Chaka Monkey,Yes,No,EDL,Parachute,2019,SIAD,11-NF,,false,Orion,,,,,,,,,,,,,,,,,,,,,,
SLS_CM_FairingAdapter296,Interstage Adapter - SLS Block I,The structural adapter and explosive cord decoupler for the Interim Cryogenic Second Stage (ICPS).,600,1200,Chaka Monkey,Yes,No,MATERIALS,Interstage,2018,materialsScienceCommercial,10-COMM,,false,SLS Block I,,,,,,,,,,,,,,,,,,,,,,
SLS_CM_stackDecouplerx30,Orion - DCSS Adapter,A structural adapter for mounting the Orion service module payload attach fitting to the Delta Cryogenic Second Stage (DCSS). Does not include a decoupler!,600,1200,Chaka Monkey,Yes,No,MATERIALS,Adapter,2019,materialsScienceNF,11-NF,,false,Orion,,,,,,,,,,,,,,,,,,,,,,
XATVpanel,Orion MPCV Solar Array Wing (SAW),Derived from the solar arrays of the (now defunct) Automatic Transfer Vehicle (ATV) resupply spacecraft. Conversion efficiency has been improved from 11% to 16% and it is now able to supply up to 2.75 kW of electrical power. 14.25 m2.,1400,1400,Chaka Monkey,Yes,No,POWER,Solar,2019,powerNF,11-NF,,false,Orion,,,,,,,,,,,,,,,,,,,,,,
XXxAres1J2-XHIGH,RL10B/C/CECE Series,"The modern iterations of the workhorse RL10 engine (RL-10B-2, RL-10C-1 & CECE). Plume configured by RealPlume.",3800,76000,Chaka Monkey,Yes,Yes,HYDROLOX,,2014,hydrolox2009,10-COMM,,true,Delta IV,RL10,,RL10C-1,RL10B-2,,,,,MODULE  {  name = ModuleTagEngineLiquidTurbo  },,,,,,,,,MODULE  {  name = ModuleTagHydrolox  },,,,
XKarmonyStorModule_AdapterS6632,Exploration Station Laboratory,A research laboratory module for on-orbit operations.,4000,10400,Chaka Monkey,Yes,No,STATIONS,Station,1998,largeScaleOrbitalCon,09-INTL,,false,,,,,,,,,,,,,,,,,,,,,,,
XLFTORIONLARGE,Orion MPCV Service Module,The Service Module for the Orion MPCV. Derived from the Automatic Transfer Vehicle (ATV) Service Module.,,750000,Chaka Monkey,Yes,Yes,COMMAND,Service Module,2019,capsulesNF,11-NF,,true,Orion,,,,Orion MPCV,MODULE  {  name = ModuleTagAvionics  },,,,,,,MODULE  {  name = ModuleTagHumanRated  },,,,,,,,,,
XOrionPodXbb31,Orion EFT Crew Module,The Exploration Flight Test (EFT) article for the Orion MPCV.,,750000,Chaka Monkey,Yes,Yes,COMMAND,Command Module,2019,capsulesNF,11-NF,,true,Orion,,,,Orion CM,MODULE  {  name = ModuleTagAvionics  },,,,,,MODULE  {  name = ModuleTagHabitable  },MODULE  {  name = ModuleTagHumanRated  },,,,,,,,,,
XSDHI_2_5_ServiceModuleFairing211,Orion Service Module Fairing,A protective fairing for the Orion service module.,200,600,Chaka Monkey,Yes,No,MATERIALS,Fairing,2019,materialsScienceNF,11-NF,,false,Orion,,,,,,,,,,,,,,,,,,,,,,
X2009RCSX,Orion MPCV RCS Thruster (Radial),"Linear RCS thruster pod, each containing two R-1E thrusters. Originally developed for the Constellation CEV as auxiliary thrusters for orbital maneuvers and as a backup for the main engine.",450,7600,Chaka Monkey,Yes,No,RCS,RCS,2019,flightControlNF,11-NF,,false,Orion,,,"1000, rcsMult",,,,,,,,,,,,,,,,,,,
xKWsrbGlobeX10Lx,RSRMV,Nothing is really known about this thing. Use it at your own risk.,8000,160000,Chaka Monkey,Yes,Yes,SOLID,,2012,solids2009,10-COMM,,true,"Ares I, SLS",RSRMV,,RSRMV,RSRMV,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
nosExplorerRadialEngine,Pegasus Engine Pod,"Radially mounted engine pod, originally designed for the Pegasus Descent Module. Contains the engines and RCS thrusters for attitude control. Plume configured by RealPlume.",1400,4200,Chaka Monkey,Yes,No,EDL,Engine,2019,SIAD,11-NF,,false,Pegasus Lander,RD0242M2,,,,,,,,,,,,,,,,,,,,,
xEMLVKosmos_URM_Fairing_Conic_Salt,Payload Fairing - Vulcan [Procedural],A composite fairing that protects the payload from aerodynamic forces and heating during the launch and ascent phases of the flight.,0,1020,Chaka Monkey,Yes,Yes,MATERIALS,Fairing,2020,materialsScienceNF,11-NF,,true,Vulcan,,,,,,,,,,,,,,,,,,,,,,
xKosmos_URM_Fairing_Conic_Salt,Payload Fairing - Ares Standard [Procedural],A composite fairing that protects the payload from aerodynamic forces and heating during the launch and ascent phases of the flight.,0,1020,Chaka Monkey,Yes,Yes,MATERIALS,Fairing,2012,materialsScienceCommercial,10-COMM,,true,Ares I,,,,,,,,,,,,,,,,,,,,,,
XKWFlatadapter991ax2,HAB - 37 Adapter,A flat 3.75 meter structural adapter.,120,1440,Chaka Monkey,Yes,No,MATERIALS,Adapter,1964,materialsScienceAdvCapsules,04-ADV,,false,,,,,,,,,,,,,,,,,,,,,,,
ADVINTER,EDS - IV Propellant Tank,Nothing is really known about this thing. Use it at your own risk.,1,600,Chaka Monkey,Yes,No,MATERIALS,Fuel Tank,2022,materialsScienceNF,11-NF,,false,SLS EDS,,,,,,,,,,,,,,,,,,,,,,
xMLSBALLISTICX,Payload Fairing - Ares Aeroshell [Procedural],A composite fairing that protects the payload from aerodynamic forces and heating during the launch and ascent phases of the flight. Doubles as a heat shield for reentry.,0,6020,Chaka Monkey,Yes,Yes,MATERIALS,Fairing,2012,materialsScienceCommercial,10-COMM,,true,Ares I,,,,,,,,,,,,,,,,,,,,,,
xDragonLadderx,Dragon Mobility Enhancer,A low profile mobility enhancement system.,120,2000,Chaka Monkey,Yes,No,EDL,Ladder,1964,earlyLanding,04-ADV,,false,,,,ladder,,,,,,,,,,,,,,,,,,,
xKosmos_URM_Fairing_Parabolic_Stalt,Payload Fairing - SLS [Procedural],A composite fairing that protects the payload from aerodynamic forces and heating during the launch and ascent phases of the flight.,0,6020,Chaka Monkey,Yes,Yes,MATERIALS,Fairing,2018,materialsScienceCommercial,10-COMM,,true,SLS,,,,,,,,,,,,,,,,,,,,,,
SDHIxADAPTERx,FB - Payload Attach Fitting - Base (Expanded) [Procedural],A payload attach fitting for the Space Launch System payloads.,1,2200,Chaka Monkey,Yes,No,MATERIALS,Payload,2018,materialsScienceCommercial,10-COMM,,false,SLS,,,,,,,,,,,,,,,,,,,,,,
XtelescopicLadderBayX,Expanded Mobility Enhancer,"A retractable mobility enhancer, equipped with advanced telescopic extension technology.",440,4000,Chaka Monkey,Yes,No,EDL,Ladder,1964,earlyLanding,04-ADV,,false,,,,ladder,,,,,,,,,,,,,,,,,,,
XESARCSX,Orion MPCV RCS Thruster (Inline),"Linear RCS thruster pod, each containing two R-4D-11 thrusters. Originally designed by Marquardt for use on the Apollo Service Module, the Lunar Ascent and Descent modules and as a satellite apogee motor. Later variants were modified to support new propellant combinations and to increase the efficiency.",500,4200,Chaka Monkey,Yes,No,RCS,RCS,2019,flightControlNF,11-NF,,false,Orion,,,"1000, rcsMult",,,,,,,,,,,,,,,,,,,
sp_express_a,Venus Express Solar Array Wing (SAW),A solar array wing used on the Venus Express spacecraft. 2.88 m2.,500,7800,Coatl Aerospace,Yes,No,POWER,Solar,2005,advancedPower,09-INTL,,false,Venus Express,,,,,,,,,,,,,,,,,,,,,,
ca_vor_sep1,CAE-D13-F Stack Decoupler,Takes two pieces for connect together and after not when you want to not have together more. Many quality part made in Kaiwan! (PART NOT SUPPORTED BY RP-0 OR RO),375,500,Coatl Aerospace,No,No,MATERIALS,Decoupler,1975,materialsScienceSpaceStation,06-STATION,,true,Venera 9,,,,,,,,,,,,,,,,,,,,,,
ca_rw_medium,RW-2A Radial Reaction Wheel Assembly,This reaction wheel assembly combines two RW4 high performance reaction wheels for medium size spacecraft that require precision attitude control.,150,1000,Coatl Aerospace,Yes,No,RCS,Reaction Wheel,1967,advancedFlightControl,05-LUNAR,,false,,,,,,,,,,,,,,,,,,,,,,,
ca_landv_soilScoop,Surveyor Soil Mechanics Surface Sampler,"The soil mechanics surface sampler is an instrument designed to test the physical properties of the topsoil (density, porosity, resistivity) and to expose subsoil material for photography.",1080,4800,Coatl Aerospace,Yes,Yes,SCIENCE,Surveyor Scoop,1966,scienceAdvCapsules,04-ADV,,false,Surveyor,,,,,,,,,,,,,,,,,,,,,,
ca_fom_sp,CAE-E175 Fomalhaut Solar Panel,A small and basic solar panel angled for mounting on the Fomalhaut lander collar to provide electric recharge of the batteries (PART NOT SUPPORTED BY RP-0 OR RO),50,2000,Coatl Aerospace,Yes,Yes,POWER,Solar,1975,spaceStationSolarPanels,06-STATION,,true,Venera 9,,,,,,,,,,,,,,,,,,,,,,
ca_fom_heatS,CAE-HS100 Fomalhaut Heat Shield,This is the bottom piece of the Fomalhaut spherical atmospheric entry shell. It is coated with a very heat-resistant ablative material to keep the stuff inside from getting cooked. (PART NOT SUPPORTED BY RP-0 OR RO),500,2000,Coatl Aerospace,Yes,Yes,EDL,Heat Shield,1975,advancedUncrewedLanding,06-STATION,,true,Venera 9,,,,,,,,,,,,,,,,,,,,,,
ca_magneto2,Triaxial Helium Vector Magnetometer,The magnetometer instruments are used to determine the magnitude and direction of planetary magnetic fields The long boom separates these instruments from any interference caused by magnetic elements in the probe.,1000,3000,Coatl Aerospace,Yes,No,SCIENCE,Magnetometer,1961,scienceHuman,03-HUMAN,Yes,false,,,,,,,,,,,,,,,,,,,,,,,
ca_RM04,CAE-RM04 RCS Thruster Block,An RCS thruster block for attitude control of upper stages or medium - sized spacecraft.,400,2800,Coatl Aerospace,Yes,No,RCS,RCS,1965,earlyDocking,04-ADV,,false,,,,"1000, rcsMult",,,,,,,,,,,,,,,,,,,
ca_vor_mptank,CAE-MT12 Propellant Tank (Pressurized),"A generic, radially attached high pressure propellant tank.",100,500,Coatl Aerospace,Yes,Yes,MATERIALS,Fuel Tank,1975,materialsScienceSpaceStation,06-STATION,,true,Venera 9,,,,,,,,,,,,,,,,,,,,,,
ca_SWIS,CA-SWIA Solar Wind Analyzer,The Solar Wind Analyzer (SWIA) instrument is designed specifically to detect and measure solar wind electron/ion velocity and density.,8800,14000,Coatl Aerospace,Yes,No,SCIENCE,,2006,advancedScience,09-INTL,Yes,false,"MAVEN, New Horizons",,,,,,,,,,,,,,,,,,,,,,
ca_torekkaPM,Voyager Propulsion Module,The Voyager Propulsion Module is powered by a modified version of the STAR-37E solid rocket motor. It includes a Reaction Control System (RCS) for controlling the attitude of the Voyager stack for the duration of the SRM injection burn. Attach it to the bottom of the Voyager truss adapter.,90,1800,Coatl Aerospace,Yes,Yes,SOLID,,1977,solids1976,06-STATION,,true,Voyager,Star-37E,,STAR-37E,,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
