Name,Title,Description,MOD,Cost,EntryCost,CATEGORY,INFO,Year,Tech,ERA,RO,RP-0,ORPHAN,RP0conf,SPACECRAFT,ENGINE CONFIG,UPGRADE,ECMS,IdentPart,Avionics,DecreaseA,DecreaseB,EngineLiquidPF,EngineLiquidTurbo,EngineSolid,Habitable,HumanRated,Instruments,Nuclear,Reentry,Toxic,Decoupler,Hydrolox,TankBalloon,TankServiceModule,NonReentryRated,UnpressurizedCockpit
Interceptor?Cockpit,Gloster Meteor Cockpit,Sometimes you need to install stuff on the nose too.,Aviation Cockpits,60,1,FLIGHT,Cockpit,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,MODULE  {  name = ModuleTagHabitable  },,,,,,,,,,MODULE  {  name = ModuleTagNonReentryRated  },
B9_Engine_Jet_Turbofan_F119,Pratt & Whitney F119-PW-100 Turbofan,,B9 Aerospace,6000,130000,FLIGHT,,1990,refinedTurbofans,08-LONGTERM,Yes,Yes,,TRUE,F-22 Raptor,,,,,,,,,,,,,,,,,,,,,,
B9_Aero_Wing_Procedural_TypeC,"B9 Procedural Wing, All-Moving (Spaceplane)",Rated for LEO reentries.,B9 Procedural Wings,0,15000,SPACEPLANES,Wing,1960,hypersonicFlightRP0,02-SAT,Yes,Yes,,TRUE,X-15,,,wingsSpaceplane,,,,,,,,,,,,,,,,,,,
RO-B9ProcWing-Early,B9 Procedural Wing (Early),Rated for Mach 1 flight and below.,B9 Procedural Wings,0,1,FLIGHT,,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,,,,,,,,,,,,
RO-B9ProcAMWing-Supersonic,"B9 Procedural Wing, All-Moving (Supersonic)",Rated for Mach 3 flight.,B9 Procedural Wings,0,10000,FLIGHT,Wing,PW,supersonicDev,01-PW,Yes,Yes,,TRUE,,,,wingsSupersonic,,,,,,,,,,,,,,,,,,,
RO-B9ProcWing-Supersonic,B9 Procedural Wing (Supersonic),Rated for Mach 3 flight.,B9 Procedural Wings,0,10000,FLIGHT,Wing,PW,supersonicDev,01-PW,Yes,Yes,,TRUE,,,,wingsSupersonic,,,,,,,,,,,,,,,,,,,
RO-B9ProcCS-Supersonic,B9 Procedural Control Surface (Supersonic),Rated for Mach 3 flight.,B9 Procedural Wings,0,10000,FLIGHT,Control Surface,PW,supersonicDev,01-PW,Yes,Yes,,TRUE,,,,wingsSupersonic,,,,,,,,,,,,,,,,,,,
B9_Aero_Wing_Procedural_TypeB,B9 Procedural Control Surface (Spaceplane),Rated for LEO reentries.,B9 Procedural Wings,0,15000,SPACEPLANES,Control Surface,1960,hypersonicFlightRP0,02-SAT,Yes,Yes,,TRUE,X-15,,,wingsSpaceplane,,,,,,,,,,,,,,,,,,,
B9_Aero_Wing_Procedural_TypeA,B9 Procedural Wing (Spaceplane),Rated for LEO reentries.,B9 Procedural Wings,0,15000,SPACEPLANES,Wing,1960,hypersonicFlightRP0,02-SAT,Yes,Yes,,TRUE,X-15,,,wingsSpaceplane,,,,,,,,,,,,,,,,,,,
RO-B9ProcCS-Early,B9 Procedural Control Surface (Early),Rated for Mach 1 flight and below.,B9 Procedural Wings,0,1,FLIGHT,,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,,,,,,,,,,,,
RO-B9ProcAMWing-Early,"B9 Procedural Wing, All-Moving (Early)",Rated for Mach 1 flight and below.,B9 Procedural Wings,0,1,FLIGHT,,0,unlockParts,00-START,Yes,Yes,,TRUE,,,,1,,,,,,,,,,,,,,,,,,,
bluedog_LEM_Descent_Engine,Apollo Lunar Module Descent Engine (LMDE),"Deeply throttleable pressure-fed vacuum engine used for the descent module of the Apollo lunar lander. Uses storable propellants which are not subject to boiloff, but are far less efficient than hydrolox or even kerolox. The version used on J-class missions had slightly higher specific impulse (this, along with other changes, gave enough payload capacity for the rover, for example). A later variant (TR-201) was used on Delta as an upper stage engine (on Delta P series); this was a low-cost model with more restarts (4 instead of 2) and slightly higher thrust but lower efficiency and no throttling capability. Diameter: [1.5 m]. Plume configured by RealPlume.",Bluedog DB,900,18000,EDL,Engine,1969,lunarLanding,05-LUNAR,Yes,Yes,,TRUE,Apollo LEM,LMDE,,,Apollo LMDE,,,,MODULE  {  name = ModuleTagEngineLiquidPF  },,,,MODULE  {  name = ModuleTagHumanRated  },,,,,,,,,,
bluedog_Apollo_Block2_Parachute,Apollo Parachutes,Parachute landing systems for the Apollo CSM. Place in 3x symmetry around the Apollo Parachute Mount.,Bluedog DB,1000,35000,COMMAND,Parachute,1968,matureCapsules,05-LUNAR,Yes,Yes,,TRUE,Apollo,,,,,,,,,,,,MODULE  {  name = ModuleTagHumanRated  },,,MODULE  {  name = ModuleTagReentry  },,,,,,,
bluedog_Apollo_Block2_RCSquad,Apollo Service Module RCS Quad Thrusters,This is the RCS Quad Thrusters for the Apollo Service Module. Place 4 pods 90 degrees apart. 2:1 O/F Ratio.,Bluedog DB,100,3500,COMMAND,RCS,1968,matureCapsules,05-LUNAR,Yes,Yes,,TRUE,Apollo,,,,Apollo CSM RCS,,,,MODULE  {  name = ModuleTagEngineLiquidPF  },,,,MODULE  {  name = ModuleTagHumanRated  },,,,,,,,,,
bluedog_CXA_APAS_P,APAS-89/95 Passive,The Androgynous Peripheral Attach System series 89/95. This is the passive version of the APAS. It must work with the APAS-89/95 Active in order to secure proper docking.,Bluedog DB,3500,70000,RCS,Docking,1989,standardDockingPorts,08-LONGTERM,Yes,Yes,,TRUE,APAS-89/95,,,,APAS-89/95,,,,,,,,MODULE  {  name = ModuleTagHumanRated  },,,,,MODULE  {  name = ModuleTagDecoupler  },,,,,
bluedog_Apollo_Block2_PassiveDockingMechanism,Apollo 0.625m Docking Mechanism (Passive),This is the passive port for the Apollo Docking Mechanism. IT WILL ONLY WORK WITH THE Apollo 0.625m Docking Mechanism (Active). This should be placed on the top of the LEM.,Bluedog DB,400,14000,COMMAND,Docking,1969,matureCapsules,05-LUNAR,Yes,Yes,,TRUE,Apollo LEM,,,,,,,,,,,,MODULE  {  name = ModuleTagHumanRated  },,,,,MODULE  {  name = ModuleTagDecoupler  },,,,,
bluedog_LEM_Ascent_Cockpit,Apollo LEM Ascent Stage,"The Apollo LEM Ascent Stage provides accommodations for two astronauts to ride to the surface atop the LEM Decent Stage, then return to orbit. Includes integrated fuel tanks, RCS, and communications system. Put the ascent engine on the bottom, and the passive docking port on the top.",Bluedog DB,8000,280000,EDL,Lander,1969,lunarLanding,05-LUNAR,Yes,Yes,,TRUE,Apollo LEM,,,,Apollo LEM Ascent,,,,,,,MODULE  {  name = ModuleTagHabitable  },MODULE  {  name = ModuleTagHumanRated  },,,,,,,,,,
bluedog_LEM_Ascent_Engine,Apollo Lunar Module Ascent Engine (LMAE),Pressure-fed engine used for the ascent module of the Apollo lunar lander. Diameter: [0.86 m]. Plume configured by RealPlume.,Bluedog DB,550,11000,EDL,Engine,1969,lunarLanding,05-LUNAR,Yes,Yes,,TRUE,Apollo LEM,LMAE,,,Apollo LMAE,,,,MODULE  {  name = ModuleTagEngineLiquidPF  },,,,MODULE  {  name = ModuleTagHumanRated  },,,,,,,,,,
bluedog_LEM_Descent_Tanks,Apollo LEM Descent Stage,"The Apollo LEM Descent Stage contains fuel tanks, landing stability system, and recessed engine mounting point for the Apollo LEM. Also includes a vertical mobility device for Ascent Cockpit ingress and egress. Engine attach node located inside the hole in the bottom.",Bluedog DB,9400,329000,EDL,Lander,1969,lunarLanding,05-LUNAR,Yes,Yes,,TRUE,Apollo LEM,,,,Apollo LEM Descent,,,,,,,,MODULE  {  name = ModuleTagHumanRated  },,,,,,,,,,
bluedog_Apollo_Block2_ServiceModule,Apollo Service Module,"The Apollo Service Module that has a complete package of fuel, monoprop, batteries, fuel cells, and storage bays for your service module.",Bluedog DB,10000,350000,COMMAND,Service Module,1968,matureCapsules,05-LUNAR,Yes,Yes,,TRUE,Apollo,,,,Apollo SM,,,,,,,,MODULE  {  name = ModuleTagHumanRated  },,,,,,,,,,
bluedog_star48,Star 48B,"Also known as the Payload Assistance Module (PAM) B, this kick motor was used for Delta and STS launches to add extra impulse to the payload. This is the short-nozzle version. Maximum thrust 76.11kN, burn time 85 seconds. Diameter: [1.3 m]. Plume configured by RealPlume.",Bluedog DB,1203,24060,SOLID,,1985,solids1981,07-SPCPLANES,Yes,Yes,,TRUE,Star 48B,Star-48B,,Star-48B/Short,Star 48B,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
bluedog_Delta_GEM60,GEM 60,"The 60-inch (1.5-meter) diameter GEM 60 is used on the Delta IV in sets of two or four. When two boosters are used, both are equipped with thrust vector control (TVC). When four are used, two boosters use TVC while the other two use fixed nozzles to reduce weight. Burn time 90 seconds. Diameter: [1.52 m]. Plume configured by RealPlume.",Bluedog DB,1800,36000,SOLID,,2002,solids1998,09-INTL,Yes,Yes,,TRUE,Delta IV,GEM-60,,GEM-60/Fixed,GEM 60,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
bluedog_Delta_GEM46,GEM 46,"The 46-inch (1.2-meter) diameter GEM 46 was used on the Delta III and Delta II Heavy. On both vehicles they were used in sets of nine, with six ignited at liftoff and three ignited after burnout of the first six. On the Delta III, three ground-lit boosters were equipped with thrust vector control (TVC) while all the remaining boosters used fixed nozzles. The Delta II Heavy used no boosters with TVC. Burn time 75 seconds. Diameter: [1.17 m]. Plume configured by RealPlume.",Bluedog DB,1200,24000,SOLID,,1998,solids1998,09-INTL,Yes,Yes,,TRUE,"Delta III, Delta II Heavy",GEM-46,,GEM-46/Fixed-Ground,GEM 46,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
bluedog_Titan_SRB7segStack,UA1207,"The UA1207 was used on the Titan IVA, which was developed to launch payloads that had been designed to fly on the Shuttle from Vandenberg. It was a 7-segment modification of the 5-segment UA1205 used on the Titan 3. Burn time 130 seconds. This is the (never flown, but proposed) inline version with 2 TVC tanks. Diameter: [3.05 m].",Bluedog DB,7218,144360,SOLID,,1989,solids1986,08-LONGTERM,Yes,Yes,,TRUE,UA1207,UA1207,,UA1207,UA1207,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
bluedog_Titan_SRB7seg,UA1207,"The UA1207 was used on the Titan IVA, which was developed to launch payloads that had been designed to fly on the Shuttle from Vandenberg. It was a 7-segment modification of the 5-segment UA1205 used on the Titan 3. Burn time 130 seconds. Diameter: [3.05 m]. Plume configured by RealPlume.",Bluedog DB,7218,144360,SOLID,,1989,solids1986,08-LONGTERM,Yes,Yes,,TRUE,UA1207,UA1207,,UA1207,UA1207,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
bluedog_Titan_SRB3seg,SRMU,"The Titan IVB Solid Rocket Motor Upgrade (SRMU, also know as the Upgraded Solid Rocket Motor or USRM), was developed with the goal of achieving a 25% increase in capacity over the Titan IVA with the UA1207 SRM. It achieved this through the use of a more energetic propellant and a 3-segment composite case that carried more fuel and weighed less than the UA1207's 7-segment steel case. Burn time 150 seconds, 3.2 m diameter. Plume configured by RealPlume.",Bluedog DB,7350,147000,SOLID,,1989,solids1986,08-LONGTERM,Yes,Yes,,TRUE,Titan IV,SRMU,,SRMU,SRMU,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
bluedog_Castor120,Castor 120,"The Castor 120 is a medium solid booster used on the Minotaur and Athena launch vehicles. Its design was based on the TU-903, which serves as the first stage of the Peacekeeper ICBM. The standard thrust curve can be modified to produce a regressive burn that reduces maximum acceleration or a saddle-shaped profile that limits aerodynamic forces. Burn time 79 seconds. Diameter: [2.34 m]. Plume configured by RealPlume.",Bluedog DB,10630,212600,SOLID,,1989,solids1986,08-LONGTERM,Yes,Yes,,TRUE,Castor-120,Castor-120,,Castor-120,Castor 120,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
bluedog_agenaAntenna,Agena-D Antenna,An extendible antenna for the Agena-D.,Bluedog DB,20,400,COMMS,Omni,1962,interplanetaryComms,03-HUMAN,Yes,Yes,,TRUE,Agena D,,,,,,,,,,,,,MODULE  {  name = ModuleTagInstruments  },,,,,,,,,
bluedog_DeltaK_AJ10,AJ10 Series (Advanced),"Small pressure-fed hypergolic upper stage engine. Derivative of the first US liquid rocket engine, the AJ10 series is perhaps the longest-lived of any engine series, a part of the US's first satellite launch vehicle, Vanguard, the Apollo CSM, and even one projected Orion service module. This represents advanced era AJ10s with a nozzle extension and restart capability. Used on Transtage as AJ10-138; similar models but back with the -118 designation were used on the Delta F and Delta K upper stages. Plume configured by RealPlume.",Bluedog DB,300,6000,ORBITAL,,1989,orbitalRocketry1986,08-LONGTERM,Yes,Yes,,TRUE,,AJ10_Adv,,AJ10-118F,AJ10 (Adv),,,,MODULE  {  name = ModuleTagEngineLiquidPF  },,,,,,,,MODULE  {  name = ModuleTagToxic  },,,,,,
bluedog_Apollo_Block2_ParachuteMount,Apollo Parachute Mount,"Structural adapter for Apollo parachutes and docking port. Place on top of the capsule, add parachutes in 3x symmetry. The Active Docking Mechanism goes on top. Includes a decoupler for the docking mechanism, to clear the way for the parachutes.",Bluedog DB,1000,70000,COMMAND,CM Parts,1968,matureCapsules,05-LUNAR,Yes,Yes,,TRUE,Apollo,,,,,,,,,,,,MODULE  {  name = ModuleTagHumanRated  },,,MODULE  {  name = ModuleTagReentry  },,,,,,,
bluedog_star20,Star 20/Altair III,"The lightweight, external nozzle is a composite of graphite, plastic, and steel. The consumable pyrogen igniter is actuated by two 6-second-delay electrical initiators or two SBASI zero-time-delay initiators. Diameter: [0.5 m]. Plume configured by RealPlume.",Bluedog DB,90,1800,SOLID,,1974,solids1972,06-STATION,Yes,Yes,,TRUE,,Star-20,,Star-20,Star 20,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
bluedog_star31,Star 31/Antares III,Antares III is the third-generation third stage for Vought Corporation's Scout launch vehicle. The design incorporates an 89-percent-solids HTPB propellant in a Kevlar(r) filament-wound case insulated with silica-filled EPDM rubber. Diameter: [0.76 m]. Plume configured by RealPlume.,Bluedog DB,150,200,SOLID,,1979,solids1976,06-STATION,Yes,No,,FALSE,Star 31,Star-31,,Star-31,Star 31,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
bluedog_alcyone,BE-3/Alcyone,"Originally flown as the retrorocket in Block II Ranger probes, later used as apogee motor on Vela satellites and (in 1967) to launch Australia's first satellite. Diameter: [0.46 m].",Bluedog DB,4000,40000,SOLID,,1976,solids1976,06-STATION,Yes,No,,FALSE,Apollo +,,,,,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
bluedog_Apollo_Block5_SolarPanels,Apollo Block V Solar Array,Extendable sun-tracking Level 3 solar panel used for the Block V Apollo CSM. 8.05m^2. FICTIONAL (Eyes Turned Skyward),Bluedog DB,2000,70000,POWER,Solar,1976,spaceStationSolarPanels,06-STATION,Yes,Yes,,TRUE,Apollo +,,,,,,,,,,,,,,,,,,,,,,
bluedog_Apollo_Block3_ServiceModule,Apollo Block III+ Service Module,Significant changes were made to better adapt Apollo to its new role as a crew shuttle for LEO and the Service Module was decreased in size and weight. FICTIONAL (Eyes Turned Skyward),Bluedog DB,8000,150000,COMMAND,Service Module,1976,improvedCapsules,06-STATION,Yes,Yes,,TRUE,Apollo +,,,,,,,,,,,,MODULE  {  name = ModuleTagHumanRated  },,,,,,,,,,
bluedog_Apollo_Block3_MissionModule,Apollo Block III+ Mission Module,"In order to increase the living space and mission duration of the Apollo Block III CSM. This mission module is essentially several more cubic meters of living space for the crew. Place it upside down in place of the lunar module, with docking ports on each end. Extract with the CSM after circularization. FICTIONAL (Eyes Turned Skyward)",Bluedog DB,7000,200000,COMMAND,Service Module,1976,improvedCapsules,06-STATION,Yes,Yes,,TRUE,Apollo +,,,,,MODULE  {  name = ModuleTagAvionics  },,,,,,MODULE  {  name = ModuleTagHabitable  },MODULE  {  name = ModuleTagHumanRated  },,,,,,,,,,
bluedog_Apollo_Block3_Capsule,Apollo Block III+ Command Module,"Significant changes were made to better adapt Apollo to its new role as a crew shuttle for LEO, and the internal volume was modified to fit 5 crew for reentry. Be sure to bring extra living space by attaching the Mission Module to dock with after orbiting. By only using the Command Module, you will have resources for 5 crew for 72 hours. FICTIONAL (Eyes Turned Skyward)",Bluedog DB,9000,150000,COMMAND,Command Module,1976,improvedCapsules,06-STATION,Yes,Yes,,TRUE,Apollo +,,,,,MODULE  {  name = ModuleTagAvionics  },,,,,,MODULE  {  name = ModuleTagHabitable  },MODULE  {  name = ModuleTagHumanRated  },,,MODULE  {  name = ModuleTagReentry  },,,,,,,
bluedog_Apollo_Block3_ServiceEngine,Apollo Block III Service Engine (LMAE),"With the decreased weight and LEO operation design, there was no longer a need for a large engine to power the CSM. NASA decided to reuse the successful Lunar Module Ascent Engine. FICTIONAL (Eyes Turned Skyward)",Bluedog DB,550,11000,ORBITAL,,1976,orbitalRocketry1976,06-STATION,Yes,Yes,,TRUE,Apollo +,LMAE,,LMAE,,,,,,,,,,,,,,,,,,,
bluedog_Apollo_Block3_HGA,Apollo Block III High Gain Antenna,A collapsable relay antenna consisting of four high gain dishes. Intended to be placed on the mounting bracket of the Apollo Service Engine Block III. FICTIONAL (Eyes Turned Skyward),Bluedog DB,1000,35000,COMMAND,Antenna,1976,improvedCapsules,06-STATION,Yes,Yes,,TRUE,Apollo +,,,,,,,,,,,,MODULE  {  name = ModuleTagHumanRated  },MODULE  {  name = ModuleTagInstruments  },,,,,,,,,
bluedog_CXA_APAS_A_L04F,APAS-89/95 Active,The Androgynous Peripheral Attach System series 89/95. This is the Active version of the APAS. It must work with the APAS-89/95 Passive in order to secure proper docking.,Bluedog DB,3500,70000,RCS,Docking,1989,standardDockingPorts,08-LONGTERM,Yes,Yes,,TRUE,APAS-89/95,,,,APAS-89/95,,,,,,,,MODULE  {  name = ModuleTagHumanRated  },,,,,MODULE  {  name = ModuleTagDecoupler  },,,,,
bluedog_Centaur_D3Tank,Centaur-D Fuel Tank,Fuel tank for the Centaur-D Upper Stage,Bluedog DB,757,5000,MATERIALS,,1963,materialsScienceHuman,00-START,Yes,Yes,,TRUE,Centaur,,,,,,,,,,,,,,,,,,,,,,
bluedog_agenaPort,Gemini Agena Target/Docking Adapter,Gemini target/docking adapter used to convert an Agena-D into a Gemini Agena Target Vehicle.,Bluedog DB,400,8000,RCS,Docking,1959,earlyFlightControl,02-SAT,Yes,Yes,,TRUE,Agena A,,,,,,,,,,,,,,,,,MODULE  {  name = ModuleTagDecoupler  },,,,,
bluedog_agenaProbeCore,Agena Avionics Package [1.5m],"An early but advanced avionics module for upper stages. Carries an 11.8 kWh battery, providing control for just over 47 hr, and an omnidirectional antenna with an effective range of 1,500 km to ground stations. Capable of maintaining a pitch and roll program. Allows full control over the vessel, up to the tonnage limit (cumulative).",Bluedog DB,800,16000,AVIONICS,Upper,1959,basicAvionics,02-SAT,Yes,Yes,,TRUE,Agena,,,,Agena Avionics,MODULE  {  name = ModuleTagAvionics  },,,,,,,,,,,,,,,,,
bluedog_Centaur_Tank,Centaur Fuel Tank,Fuel tank for the Centaur Upper Stage,Bluedog DB,385,5000,MATERIALS,,1963,materialsScienceHuman,00-START,Yes,Yes,,TRUE,Centaur,,,,,,,,,,,,,,,,,,,,,,
bluedog_centaur1875mAdapterFairing,Centaur Interstage Fairing,Interstage fairing for the bottom of the Centaur Upper Stage.,Bluedog DB,100,2000,MATERIALS,,1963,materialsScienceHuman,00-START,Yes,Yes,,TRUE,Centaur,,,,,,,,,,,,,,,,,,,,,,
bluedog_centaur25mAdapterFairing,Centaur Interstage Fairing Adapter,Interstage fairing for the bottom of the Centaur Upper Stage.,Bluedog DB,100,2000,MATERIALS,,1963,materialsScienceHuman,00-START,Yes,Yes,,TRUE,Centaur,,,,,,,,,,,,,,,,,,,,,,
bluedog_agenaShortTank,Agena Fuel Tank (Short),Short length fuel tank for the Agena Upper Stage.,Bluedog DB,10,200,MATERIALS,Fuel Tank,1959,materialsScienceSatellite,02-SAT,Yes,Yes,,TRUE,Agena A,,,,,,,,,,,,,,,,,,,,,,
bluedog_Centaur_LargeRCS,Centaur 3-Way Large RCS Block (69/111 N Class),Three way RCS block for the Centaur stages. Place one on each of the mounting blocks on either side of the engine mount.,Bluedog DB,15,1000,RCS,,1963,improvedFlightControl,00-START,Yes,Yes,,TRUE,Centaur,,,,,,,,,,,,,,,,,,,,,,
bluedog_agenaNoseCone,Agena Nose Cone,This nose cone is designed to go over the top of the Agena Docking Adapter for the Agena Target Vehicle.,Bluedog DB,10,200,MATERIALS,,1959,materialsScienceSatellite,02-SAT,Yes,Yes,,TRUE,Agena A,,,,,,,,,,,,,,,,,,,,,,
bluedog_Pioneer4,Pioneer 4 Probe,"First US probe to escape Earth's gravitational pull after it flew by the Moon in 1959. The tiny spacecraft was spin-stabilised and carried a radiation experiment as well as two small photocells, which failed to trigger.",Bluedog DB,210,4200,AVIONICS,Probe,1958,earlyAvionics,02-SAT,Yes,Yes,,TRUE,Pioneer 4,,,,Pioneer 3/4,MODULE  {  name = ModuleTagAvionics  },,,,,,,,,,,,,,,,,
bluedog_Centaur_D5Tank,Centaur-D Fuel Tank,Fuel tank for the Centaur-D Upper Stage,Bluedog DB,879,45000,MATERIALS,,1963,materialsScienceHuman,00-START,Yes,Yes,,TRUE,Centaur,,,,,,,,,,,,,,,,,,,,,,
bluedog_CentaurT_WideTank,Centaur-T Fuel Tank,Fuel tank for the Centaur-T Upper Stage,Bluedog DB,275,9000,MATERIALS,,1997,materialsScienceLongTerm,00-START,Yes,Yes,,TRUE,Centaur,,,,,,,,,,,,,,,,,,,,,,
bluedog_CentaurT_ShortTank,Centaur-T Fuel Tank (Short),Short fuel tank for the Centaur-T Upper Stage,Bluedog DB,162,1000,MATERIALS,,1997,materialsScienceLongTerm,00-START,Yes,Yes,,TRUE,Centaur,,,,,,,,,,,,,,,,,,,,,,
bluedog_CentaurT_AdapterTank,Centaur-T Fuel Tank Adapter,Fuel tank adapter for the Centaur-T Upper Stage,Bluedog DB,199,8500,MATERIALS,,1997,materialsScienceLongTerm,00-START,Yes,Yes,,TRUE,Centaur,,,,,,,,,,,,,,,,,,,,,,
bluedog_agenaMediumTank,Agena-A Fuel Tank,Fuel tank for the Agena-A Upper Stage.,Bluedog DB,19,380,MATERIALS,Fuel Tank,1959,materialsScienceSatellite,02-SAT,Yes,Yes,,TRUE,Agena A,,,,,,,,,,,,,,,,,,,,,,
bluedog_AgenaA,Agena-A/B Flight Pack,Flight Pack RCS for Agena-A and BAC Model 8048/8081 engine.,Bluedog DB,300,6000,ORBITAL,Upper,1959,orbitalRocketry1959,02-SAT,Yes,Yes,,TRUE,Agena A,Agena,,,,,,,MODULE  {  name = ModuleTagEngineLiquidPF  },,,,,,,,,,,,,,
bluedog_agenaLongTank,Agena-D Fuel Tank,Fuel tank for the Agena-D Upper Stage.,Bluedog DB,31,620,MATERIALS,Fuel Tank,1962,materialsScienceHuman,03-HUMAN,Yes,Yes,,TRUE,Agena D,,,,,,,,,,,,,,,,,,,,,,
bluedog_agenaShortTankM,Agena Fuel Tank (Short),Short length fuel tank for the Agena Upper Stage.,Bluedog DB,10,200,MATERIALS,Fuel Tank,1959,materialsScienceSatellite,02-SAT,Yes,Yes,,TRUE,Agena A,,,,,,,,,,,,,,,,,,,,,,
bluedog_castorSRB,Castor 1,"The Castor 1 was first used for a successful suborbital launch of a Scout X-1 rocket on September 2, 1960. Castor 1 stages were also used as strap-on boosters for launch vehicles using Thor first stages, including the Delta-D. Diameter: [0.79 m]. Plume configured by RealPlume.",Bluedog DB,300,6000,SOLID,,1956,solids1956,02-SAT,Yes,Yes,,TRUE,Castor-1,Castor-1,,Castor-1,Castor 1,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
bluedog_redstone,NAA-75-110 A-Series,"Used on the Redstone missile.  Designed for Ethanol/LOx (A-6) (1.5 O/F Ratio), it was later adapted to burn Hydyne/LOx (A-7) (1.73 O/F Ratio)(higher performance (12%) yet more toxic) for use in Jupiter C / Juno I.  When Redstone MRLV was adapted from Jupiter C for manned use the A7 was switched back to Ethanol, accepting slightly lower performance for lack of toxicity. Thrust Vector Control was provided by carbon thrust vanes (add the Redstone Fin / Thrust vane part in 4x symmetry), and additional attitude control was provided by actuating fins. Mass includes thrust frame. Diameter: [1.77 m]. Plume configured by RealPlume.",Bluedog DB,400,16000,ORBITAL,,1952,basicRocketryRP0,01-PW,Yes,Yes,,TRUE,Redstone,NAA75_110,,A-6,A-6,,,,,MODULE  {  name = ModuleTagEngineLiquidTurbo  },,,,,,,,,,,,,
bluedog_Explorer1,Explorer 1 Probe,"Explorer 1, the first satellite launched by the United States, was a very simple scientific probe of less than a dozen kilograms. It featured a cosmic ray detector and micrometeorite detectors, as well as temperature sensors. Mercury batteries provided a month of electricity for the high power transmitter and another two and a half months for the low-power transmitter.",Bluedog DB,158,3160,AVIONICS,Probe,1957,earlyAvionics,02-SAT,Yes,Yes,,TRUE,Explorer 1,,,"1000, avioincsProbesEarly",Explorer 1,MODULE  {  name = ModuleTagAvionics  },,,,,,,,,,,,,,,,,
bluedog_ableEngine,AJ10 Series (Early),"Small pressure-fed hypergolic upper stage engine. Derivative of the first US liquid rocket engine, the AJ10 series is perhaps the longest-lived of any engine series, a part of the US's first satellite launch vehicle, Vanguard, the Apollo CSM, and even one projected Orion service module. This is the original Vanguard second stage / Able / Delta configuration, without restart capability. Plume configured by RealPlume.",Bluedog DB,150,3000,ORBITAL,,1956,orbitalRocketry1956,02-SAT,Yes,Yes,,TRUE,,AJ10_Early,,AJ10-37,AJ10 (Early),,,,MODULE  {  name = ModuleTagEngineLiquidPF  },,,,,,,,MODULE  {  name = ModuleTagToxic  },,,,,,
bluedog_Delta_GEM40,GEM 40,"The Graphite-Epoxy Motor (GEM) replaced the steel case used on earlier Castor-series boosters with a lighter composite case. The 40-inch (1-meter) diameter GEM 40 was used on the Delta II 7000-series in sets of three, four, or nine. When nine boosters were used, six were ignited at liftoff and the remaining three were ignited after burnout and jettison of the first six. Burn time: 58 seconds. Diameter: [1.02 m]. Plume configured by RealPlume.",Bluedog DB,900,18000,SOLID,,1990,solids1986,08-LONGTERM,Yes,Yes,,TRUE,Delta II 7000,GEM-40,,GEM-40/Ground,GEM 40,,,,,,MODULE  {  name = ModuleTagEngineSolid  },,,,,,,,,,,,
bluedog_atlasFairingAdapterTank,Atlas Engine Adapter Fuel Tank,Fuel tank adapter for the bottom of the Atlas Main Fuel Tank. It provides special nodes for the attachment of the LR105 Sustainer engine as well as the Booster Fairing for the LR89 Booster Engines.,Bluedog DB,185,2250,MATERIALS,,1960,materialsScienceSatellite,00-START,Yes,Yes,,TRUE,Atlas,,,,,,,,,,,,,,,,,,,,,,
bluedog_atlas1LongTank,Atlas Fuel Tank,Main fuel tank for the Atlas launch vehicle. Be sure to attach the Atlas Engine Adapter Fuel Tank to the bottom of this tank before attaching the LR105 and the Engine Fairing.,Bluedog DB,658,27000,MATERIALS,,1960,materialsScienceSatellite,00-START,Yes,Yes,,TRUE,Atlas,,,,,,,,,,,,,,,,,,,,,,
bluedog_Centaur_SmallRCS,Centaur 3-Way RCS Block (69/111 N Class),Three way RCS block for the Centaur stages. Place one on each of the mounting blocks on either side of the engine mount.,Bluedog DB,20,1000,RCS,,1963,improvedFlightControl,00-START,Yes,Yes,,TRUE,Centaur,,,,,,,,,,,,,,,,,,,,,,
